SERIES,SHOT,YEAR,MON,LAT,LONG,HOB,TYPE,PUR,CRAT,DEVIC,WARHEAD
Bowline,Tapper,1969,JUN,37.161,-116.08,,UG-S,WR,80,,
Bowline,Bowl-1,1969,JUL,37.11943,-116.05512,-410.26,UG-S,WR,150,,
Bowline,Bowl-2,1969,JUL,37.13953,-116.08744,-548.64,UG-S,WR,274,kCi,
Mandrel,Ildrim,1969,AUG,37.16024,-116.06361,-207.26,UG-S,WR,7,i,
Mandrel,Hutch,1969,AUG,37.158,-116.065,-213,UG-S,WR,30,,
Mandrel,Spider-A,1969,AUG,37.0215,-116.03808,-238.87,UG-S,WR,123,,
Mandrel,Spider-B,1969,AUG,36.9927,-115.99553,-331.83,UG-S,WR,,,
Mandrel,Pliers,1969,SEP,39.4058,-107.9481,-2570,UG-S,PR,,,
Mandrel,Horehound,1969,SEP,36.87722,-115.9285,-264.26,UG-S,WE,69,kCi,
Mandrel,Rulison,1969,SEP,37.31414,-116.46067,1158.24,UG-S,WR,,,
Mandrel,Minute Steak,1969,SEP,37.159,-116.069,-192.02,UG-S,WR,50,,
Mandrel,Jorum,1969,SEP,37.157,-116.067,-192,UG-S,WR,40,Ci,
Mandrel,Kyack-A,1969,OCT,37.01051,-115.99957,-118.43,UG-S,SE,,,
Mandrel,Kyack-B,1969,OCT,37.01,-116,-118,UG-S,SE,,,
Mandrel,Seaweed-C,1969,OCT,37.014,-115.999,,UG-S,SE,,,
Mandrel,Seaweed-D,1969,OCT,51.4171,179.1823,-1220,UG-S,WR,610,,
Mandrel,Seaweed-E,1969,OCT,37.25672,-116.44075,-624.84,UG-S,WR,116,i,
Mandrel,Milrow,1969,OCT,37.01277,-115.99826,-118.55,UG-S,SE,,,
Mandrel,Pipkin,1969,OCT,37.1215,-116.12775,-263.65,UG-S,WR,76,,
Mandrel,Seaweed B,1969,OCT,37.14021,-116.1305,-266.7,UG-S,WR,,kCi,
Mandrel,Cruet,1969,OCT,37.14,-116.143,,UG-S,WR,,,
Mandrel,Pod-A,1969,OCT,37.136,-116.141,,UG-S,WR,,,
Mandrel,Pod-B,1969,OCT,37.135,-116.137,-312,UG-S,WR,,,
Mandrel,Pod-C,1969,OCT,37.14331,-116.06383,-624.84,UG-S,WR,300,,
Mandrel,Pod-D,1969,NOV,37.16463,-116.07483,-164.59,UG-S,WR,,Ci,
